CPU,Frequency (kHz),CoreMarks (iter/s),CoreMarks/MHz,Power (mW),Energy (J),ULPMark-CM (iter/mJ),Time (s)
1,300000,1113.928939,3.713096463333333,29.095415147513116,7.836360054747707,38.28308014232235,269.333158335
1,576000,2138.579983,3.7128124704861114,46.614525066346474,6.539520630601817,45.87492217642743,140.28933302
1,768000,2851.412875,3.7127771809895833,58.537117827600454,6.159160269161863,48.70793856462252,105.218030845
1,1017600,3778.480295,3.7131292207154085,73.99807703732908,5.875655357029658,51.05813424558313,79.402811428
1,1248000,4633.991875,3.713134515224359,89.10070845411282,5.7686980918853346,52.00480164181266,64.743571538
1,1324800,4919.000459,3.713013631491546,93.37529041060081,5.695198020160424,52.6759559435915,60.992560185
1,1516800,5631.899076,3.713013631329114,106.65512243574527,5.6817794306154745,52.80036010963254,53.272447688
1,1612800,5988.502076,3.71310892609127,124.91703690649747,6.258441463361147,47.935257005484964,50.100783835
1,1708800,6344.775078,3.713000396769663,131.60838397652657,6.2234403041371795,48.20484898048558,47.287567221
1,1804800,6701.813958,3.7133277692819147,142.59719662016852,6.383763786444172,46.99422003004647,44.767807066
6,300000,2544.442937,8.481476456666666,81.59534657066307,9.621576060795078,31.179922925767478,117.918195892
6,787200,6674.082314,8.478254972052845,165.35235451181458,7.43484299799742,40.3505494441248,44.963635504
6,979200,8311.170213,8.487714678308823,212.27941409040844,7.665468503216029,39.13655112849733,36.110277278
6,1036800,8786.574115,8.47470497202932,229.35616696453332,7.834143916845822,38.29390973465622,34.157110404
6,1248000,10571.942066,8.471107424679486,295.7737660951696,8.39753850207086,35.72475433438252,28.391762437
6,1401600,11873.194285,8.47117172160388,354.42710178993997,8.959957501078868,33.48230166983236,25.280113896
6,1555200,13196.674438,8.485515970936214,428.46357169836665,9.74604187640586,30.781726962026337,22.746488897
6,1766400,14985.763525,8.483788227468297,540.7967924165696,10.834449148806579,27.689455724017602,20.034233377
6,1900800,16122.964476,8.48219932449495,629.1690717560684,11.715707176886538,25.606648874927355,18.620920358
6,2073600,17575.722069,8.475946213831019,795.5233715573283,13.589570416707373,22.075753007701564,17.082553326
6,2131200,18094.089264,8.490094436936937,844.8379192253384,14.020091380257162,21.397863385002935,16.595007233
6,2208000,18704.408005,8.471199277626813,923.659541423,14.828546259162477,20.231248212523305,16.054125567
