PID   USER     TIME  COMMAND
    1 root      0:00 bash /init
    2 root      0:00 [kthreadd]
    3 root      0:00 [rcu_gp]
    5 root      0:00 [kworker/0:0H]
    6 root      0:00 [kworker/u16:0]
    7 root      0:00 [mm_percpu_wq]
    8 root      0:00 [ksoftirqd/0]
    9 root      0:00 [rcu_preempt]
   10 root      0:00 [rcu_sched]
   11 root      0:00 [rcu_bh]
   12 root      0:00 [rcuop/0]
   13 root      0:00 [rcuos/0]
   14 root      0:00 [rcuob/0]
   15 root      0:00 [migration/0]
   16 root      0:00 [cpuhp/0]
   17 root      0:00 [cpuhp/1]
   18 root      0:00 [migration/1]
   19 root      0:00 [ksoftirqd/1]
   21 root      0:00 [kworker/1:0H]
   22 root      0:00 [rcuop/1]
   23 root      0:00 [rcuos/1]
   24 root      0:00 [rcuob/1]
   25 root      0:00 [cpuhp/2]
   26 root      0:00 [migration/2]
   27 root      0:00 [ksoftirqd/2]
   28 root      0:00 [kworker/2:0]
   29 root      0:00 [kworker/2:0H]
   30 root      0:00 [rcuop/2]
   31 root      0:00 [rcuos/2]
   32 root      0:00 [rcuob/2]
   33 root      0:00 [cpuhp/3]
   34 root      0:00 [migration/3]
   35 root      0:00 [ksoftirqd/3]
   36 root      0:00 [kworker/3:0]
   37 root      0:00 [kworker/3:0H]
   38 root      0:00 [rcuop/3]
   39 root      0:00 [rcuos/3]
   40 root      0:00 [rcuob/3]
   41 root      0:00 [cpuhp/4]
   42 root      0:00 [migration/4]
   43 root      0:00 [ksoftirqd/4]
   44 root      0:00 [kworker/4:0]
   45 root      0:00 [kworker/4:0H]
   46 root      0:00 [rcuop/4]
   47 root      0:00 [rcuos/4]
   48 root      0:00 [rcuob/4]
   49 root      0:00 [cpuhp/5]
   50 root      0:00 [migration/5]
   51 root      0:00 [ksoftirqd/5]
   52 root      0:00 [kworker/5:0]
   53 root      0:00 [kworker/5:0H]
   54 root      0:00 [rcuop/5]
   55 root      0:00 [rcuos/5]
   56 root      0:00 [rcuob/5]
   57 root      0:00 [cpuhp/6]
   58 root      0:00 [migration/6]
   59 root      0:00 [ksoftirqd/6]
   61 root      0:00 [kworker/6:0H]
   62 root      0:00 [rcuop/6]
   63 root      0:00 [rcuos/6]
   64 root      0:00 [rcuob/6]
   65 root      0:00 [cpuhp/7]
   66 root      0:00 [migration/7]
   67 root      0:00 [ksoftirqd/7]
   69 root      0:00 [kworker/7:0H]
   70 root      0:00 [rcuop/7]
   71 root      0:00 [rcuos/7]
   72 root      0:00 [rcuob/7]
   73 root      0:00 [kdevtmpfs]
   74 root      0:00 [netns]
   76 root      0:00 [kworker/u17:0]
   77 root      0:00 [kworker/u16:1]
   78 root      0:00 [ipa_usb_wq]
   79 root      0:00 [msm_watchdog]
   80 root      0:00 [spi_wdsp]
   81 root      0:00 [qmp_npu_qmp_low]
   82 root      0:00 [qmp_npu_qmp_hig]
   83 root      0:00 [qmp_aop]
   84 root      0:00 [kworker/6:1]
   85 root      0:00 [oom_reaper]
   86 root      0:00 [writeback]
   87 root      0:00 [kcompactd0]
   88 root      0:00 [crypto]
   89 root      0:00 [kblockd]
   90 root      0:00 [kworker/7:1]
   91 root      0:00 [irq/147-arm-smm]
   92 root      0:00 [irq/148-arm-smm]
   93 root      0:00 [irq/156-arm-smm]
   94 root      0:00 [irq/33-tsens-up]
   95 root      0:00 [irq/34-tsens-cr]
   96 root      0:00 [irq/35-tsens-up]
   97 root      0:00 [irq/36-tsens-cr]
   98 root      0:00 [edac-poller]
   99 root      0:00 [system]
  100 root      0:00 [ipa_power_mgmt]
  101 root      0:00 [transport_power]
  102 root      0:00 [ipa_pm_activate]
  103 root      0:00 [devfreq_wq]
  104 root      0:00 [cfg80211]
  105 root      0:00 [irq/112-qpnp_lc]
  142 root      0:00 [kswapd0]
  143 root      0:00 [ecryptfs-kthrea]
  147 root      0:00 [kworker/1:1]
  178 root      0:00 [kworker/3:1]
  185 root      0:00 [irq/116-wled_ov]
  186 root      0:00 [irq/118-wled_fl]
  187 root      0:00 [irq/117-wled_pr]
  188 root      0:00 [irq/161-arm-smm]
  189 root      0:00 [irq/162-arm-smm]
  190 root      0:00 [irq/42-smp2p]
  191 root      0:00 [irq/43-smp2p]
  192 root      0:00 [irq/44-smp2p]
