CPU,Frequency (kHz),CoreMarks (iter/s),CoreMarks/MHz,Power (mW),Energy (J),ULPMark-CM (iter/mJ),Time (s)
1,300000,1113.027993,3.7100933099999995,-1.8096463264733864,-0.48779248864463265,-615.0156203380091,269.551282761
1,403200,1496.229502,3.710886661706349,0.8923352525940298,0.17892752439492893,1676.656517852669,200.516032371
1,499200,1852.583737,3.7111052423878204,0.3999045528491662,0.0647631368529754,4632.264812636499,161.946485459
1,595200,2209.147343,3.7116050789650537,1.845009624007613,0.25056481216454407,1197.2950128487803,135.806777864
1,691200,2565.549797,3.711732923900463,5.121166280895779,0.5988735352521328,500.9404863310523,116.940849487
1,806400,2993.354752,3.711997460317461,18.22731574284705,1.8268918473331097,164.21333339351145,100.228243868
1,902400,3349.709692,3.7120009884751775,19.40475889809104,1.7379931606272003,172.6128771943712,89.565305591
1,998400,3705.991353,3.711930441706731,6.096984128088709,0.4935736454708094,607.8120311991869,80.953736323
1,1094400,4062.39844,3.7119868786549706,35.21114800977788,2.600444131940115,115.36490875355928,73.85286419
1,1209600,4489.942529,3.711923387070106,56.35490043226166,3.7655906060397717,79.66877746051809,66.819222058
1,1305600,4846.761555,3.712286730238971,50.814639692400085,3.145420230304573,95.37676305049735,61.89988258
1,1401600,5202.913632,3.7121244520547947,55.11650658208942,3.178158731642355,94.3942783641178,57.66255753
1,1497600,5559.673832,3.7123890438034195,70.03885907762273,3.7795146662055386,79.37527076755238,53.963110136
1,1612800,5987.426405,3.712441967385913,67.02490357661236,3.358529828063524,89.32479845592896,50.10868571
1,1708800,6343.835906,3.712450787687266,73.48079478423922,3.4751229553371745,86.32788072699789,47.292941857
1,1804800,6700.017867,3.7123325947473402,72.13551672645465,3.2301367205045093,92.87532570854881,44.778728525
4,710400,6459.391956,9.092612550675677,103.77727173913344,4.821238064552599,62.22468087724255,46.457552639
4,844800,7683.245403,9.09475071377841,101.36708699584221,3.9594036696836397,75.7689856927294,39.060051808
4,960000,8734.387283,9.098320086458333,120.3731782421213,4.136206855831504,72.53022163943268,34.36153233
4,1075200,9778.994719,9.095047171688988,158.48289692183343,4.864094519283979,61.676433056683614,30.691605301
4,1209600,11004.328369,9.097493691302912,166.83550397915388,4.550563930430704,65.92589502892787,27.275752594
4,1324800,12053.517618,9.098367767210146,192.8845876160001,4.803355185601097,62.45634320345554,24.902742334
4,1440000,13090.71868,9.090776861111111,249.5883622122728,5.723087194066426,52.41926076384676,22.930104366
4,1555200,14149.608527,9.098256511702674,283.0352332883001,6.004582934225714,49.96183803041847,21.214966294
4,1670400,15197.568389,9.098161152418582,301.12465236857906,5.9480864294656985,50.436388838241584,19.752904263
4,1766400,16062.53681,9.09337455276268,348.9762167655001,6.5224194531906186,45.9952019573422,18.690154629
4,1881600,17126.220243,9.101945282206634,445.3624456253531,7.807156487888137,38.42628240709839,17.529894055
4,1996800,18154.311649,9.091702548577723,478.69119476600014,7.917266789102272,37.89186445162303,16.539403431
4,2112000,19218.449712,9.099644750000001,532.0173374024001,8.311987359866565,36.09245142124662,15.623527234
4,2227200,20264.793299,9.098775726921696,598.6691158047144,8.87080624864661,33.81879747917727,14.817544474
4,2342400,21308.331558,9.096794551741803,700.6021975742309,9.873369580229378,30.384763536121014,14.092689995
4,2419200,22000.586682,9.094157854662699,826.3897580358462,11.280230006435728,26.59520238761448,13.65001187
7,844800,7843.547375,9.284502101089016,176.56306888586496,6.755572023357124,44.40778648540225,38.261523579
7,960000,8913.450397,9.284844163541667,198.37067830657585,6.679352682576007,44.91453202981637,33.671068424
7,1075200,9559.924795,8.89129910249256,247.6147127824001,7.774075486404238,38.58979765821129,31.395854467
7,1190400,11053.795136,9.285782204301075,286.3415625358077,7.775397559943127,38.583236122294736,27.154275094
7,1305600,12119.743061,9.282891437653186,321.9004118101251,7.9721771123071,37.63087495094321,24.765973636
7,1420800,9841.551028,6.926767333896397,252.1966087274484,7.691391725078038,39.004644506902444,30.497601708
7,1555200,8499.546691,5.465243499871399,259.4468055044118,9.160854330880902,32.74803737340425,35.309181445
7,1670400,13968.431345,8.36232719408525,424.08413033942867,9.113677579108503,32.91755686943513,21.490258482
7,1785600,13356.484573,7.4801100879256275,419.96294690095465,9.43832152440051,31.785312592331394,22.474176815
7,1900800,12891.027845,6.781895962226431,459.78137849695463,10.706175490186538,28.021210774565116,23.285361241
7,2035200,18894.067263,9.283641540389151,650.6243207289334,10.338719638169147,29.017132730095593,15.890459838
7,2150400,19957.424162,9.280796206287201,731.8481097600002,11.01124809937819,27.244867910744933,15.045810671
7,2265600,21023.125438,9.27927499911723,827.8829453624286,11.825357960782899,25.369210893649637,14.283852599
7,2380800,22092.937624,9.279627698252687,995.2714419888463,13.527849696170192,22.17647347788996,13.592120828
7,2496000,23173.180905,9.284126965144232,1043.1635239931668,13.518413693183463,22.19195290282263,12.959055203
7,2592000,24059.667977,9.282279312114198,1189.8690773951666,14.853751258802497,20.196918258087614,12.483517339
7,2688000,24948.024948,9.28125928125,1315.9515792119998,15.842374097191838,18.93655573082174,12.038721141
7,2764800,25669.54736,9.284413831018519,1434.865033236273,16.78774152356091,17.870182214740574,11.699874995
7,2841600,26373.626374,9.281259281390765,1599.468177318091,18.21524642970879,16.46971953729402,11.388314371
