PID   USER     TIME  COMMAND
    1 root      0:01 bash /init
    2 root      0:00 [kthreadd]
    3 root      0:00 [rcu_gp]
    5 root      0:00 [kworker/0:0H]
    6 root      0:00 [kworker/u16:0]
    7 root      0:00 [mm_percpu_wq]
    8 root      0:00 [ksoftirqd/0]
    9 root      0:00 [rcu_preempt]
   10 root      0:00 [rcu_sched]
   11 root      0:00 [rcu_bh]
   12 root      0:00 [rcuop/0]
   13 root      0:00 [rcuos/0]
   14 root      0:00 [rcuob/0]
   15 root      0:00 [migration/0]
   16 root      0:00 [cpuhp/0]
   17 root      0:00 [cpuhp/1]
   18 root      0:00 [migration/1]
   19 root      0:00 [ksoftirqd/1]
   20 root      0:00 [kworker/1:0]
   21 root      0:00 [kworker/1:0H]
   22 root      0:00 [rcuop/1]
   23 root      0:00 [rcuos/1]
   24 root      0:00 [rcuob/1]
   25 root      0:00 [cpuhp/2]
   26 root      0:00 [migration/2]
   27 root      0:00 [ksoftirqd/2]
   28 root      0:00 [kworker/2:0]
   29 root      0:00 [kworker/2:0H]
   30 root      0:00 [rcuop/2]
   31 root      0:00 [rcuos/2]
   32 root      0:00 [rcuob/2]
   33 root      0:00 [cpuhp/3]
   34 root      0:00 [migration/3]
   35 root      0:00 [ksoftirqd/3]
   36 root      0:00 [kworker/3:0]
   37 root      0:00 [kworker/3:0H]
   38 root      0:00 [rcuop/3]
   39 root      0:00 [rcuos/3]
   40 root      0:00 [rcuob/3]
   41 root      0:00 [cpuhp/4]
   42 root      0:00 [migration/4]
   43 root      0:00 [ksoftirqd/4]
   45 root      0:00 [kworker/4:0H]
   46 root      0:00 [rcuop/4]
   47 root      0:00 [rcuos/4]
   48 root      0:00 [rcuob/4]
   49 root      0:00 [cpuhp/5]
   50 root      0:00 [migration/5]
   51 root      0:00 [ksoftirqd/5]
   53 root      0:00 [kworker/5:0H]
   54 root      0:00 [rcuop/5]
   55 root      0:00 [rcuos/5]
   56 root      0:00 [rcuob/5]
   57 root      0:00 [cpuhp/6]
   58 root      0:00 [migration/6]
   59 root      0:00 [ksoftirqd/6]
   61 root      0:00 [kworker/6:0H]
   62 root      0:00 [rcuop/6]
   63 root      0:00 [rcuos/6]
   64 root      0:00 [rcuob/6]
   65 root      0:00 [cpuhp/7]
   66 root      0:00 [migration/7]
   67 root      0:00 [ksoftirqd/7]
   69 root      0:00 [kworker/7:0H]
   70 root      0:00 [rcuop/7]
   71 root      0:00 [rcuos/7]
   72 root      0:00 [rcuob/7]
   73 root      0:00 [kdevtmpfs]
   74 root      0:00 [netns]
   76 root      0:00 [kworker/u17:0]
   77 root      0:00 [ipa_usb_wq]
   78 root      0:00 [kworker/u16:1]
   79 root      0:00 [msm_watchdog]
   80 root      0:00 [glink_rpm-glink]
   81 root      0:00 [oom_reaper]
   82 root      0:00 [writeback]
   83 root      0:00 [kcompactd0]
   84 root      0:00 [crypto]
   85 root      0:00 [kblockd]
   86 root      0:00 [irq/14-tsens-up]
   87 root      0:00 [irq/15-tsens-cr]
   88 root      0:00 [system]
   89 root      0:00 [devfreq_wq]
   90 root      0:00 [cfg80211]
   92 root      0:00 [irq/75-qpnp_lcd]
   93 root      0:00 [irq/111-arm-smm]
   94 root      0:00 [irq/206-capture]
   95 root      0:00 [irq/120-arm-smm]
   96 root      0:00 [irq/207-capture]
   97 root      0:00 [irq/208-capture]
   98 root      0:00 [irq/209-capture]
   99 root      0:00 [irq/210-capture]
  100 root      0:00 [ipa_power_mgmt]
  101 root      0:00 [transport_power]
  102 root      0:00 [ipa_pm_activate]
  139 root      0:00 [kswapd0]
  140 root      0:00 [ecryptfs-kthrea]
  175 root      0:00 [irq/125-arm-smm]
  176 root      0:00 [irq/126-arm-smm]
  177 root      0:00 [irq/41-smp2p]
  178 root      0:00 [irq/42-smp2p]
  179 root      0:00 [irq/43-smp2p]
  180 root      0:00 [mem_share_svc]
  181 root      0:00 [cdsprm-wq]
  182 root      0:00 [cdsprm-wq-delay]
  183 root      0:00 [irq/127-arm-smm]
  184 root      0:00 [hwrng]
  186 root      0:00 [diag_real_time_]
  187 root      0:00 [diag_wq]
  189 root      0:00 [DIAG_USB_diag]
  190 root      0:00 [diag_cntl_wq]
  191 root      0:00 [diag_dci_wq]
  192 root      0:00 [MODEM_CNTL]
