PID   USER     TIME  COMMAND
    1 root      0:00 bash /init
    2 root      0:00 [kthreadd]
    3 root      0:00 [ksoftirqd/0]
    4 root      0:00 [kworker/0:0]
    5 root      0:00 [kworker/0:0H]
    7 root      0:00 [rcu_preempt]
    8 root      0:00 [rcu_sched]
    9 root      0:00 [rcu_bh]
   10 root      0:00 [migration/0]
   11 root      0:00 [watchdog/0]
   12 root      0:00 [watchdog/1]
   13 root      0:00 [migration/1]
   14 root      0:00 [ksoftirqd/1]
   15 root      0:00 [kworker/1:0]
   16 root      0:00 [kworker/1:0H]
   17 root      0:00 [watchdog/2]
   18 root      0:00 [migration/2]
   19 root      0:00 [ksoftirqd/2]
   20 root      0:00 [kworker/2:0]
   21 root      0:00 [kworker/2:0H]
   22 root      0:00 [watchdog/3]
   23 root      0:00 [migration/3]
   24 root      0:00 [ksoftirqd/3]
   25 root      0:00 [kworker/3:0]
   26 root      0:00 [kworker/3:0H]
   27 root      0:00 [watchdog/4]
   28 root      0:00 [migration/4]
   29 root      0:00 [ksoftirqd/4]
   30 root      0:00 [kworker/4:0]
   31 root      0:00 [kworker/4:0H]
   32 root      0:00 [watchdog/5]
   33 root      0:00 [migration/5]
   34 root      0:00 [ksoftirqd/5]
   35 root      0:00 [kworker/5:0]
   36 root      0:00 [kworker/5:0H]
   37 root      0:00 [watchdog/6]
   38 root      0:00 [migration/6]
   39 root      0:00 [ksoftirqd/6]
   40 root      0:00 [kworker/6:0]
   41 root      0:00 [kworker/6:0H]
   42 root      0:00 [watchdog/7]
   43 root      0:00 [migration/7]
   44 root      0:00 [ksoftirqd/7]
   45 root      0:00 [kworker/7:0]
   46 root      0:00 [kworker/7:0H]
   47 root      0:00 [kdevtmpfs]
   48 root      0:00 [netns]
   51 root      0:00 [perf]
   77 root      0:00 [kworker/u17:0]
   78 root      0:00 [exynos_cpu_hotp]
  169 root      0:00 [irq/99-11c40000]
  170 root      0:00 [acpm_debug_logg]
  500 root      0:02 [kworker/u16:5]
  664 root      0:00 [khungtaskd]
  665 root      0:00 [writeback]
  667 root      0:00 [ksmd]
  668 root      0:00 [crypto]
  669 root      0:00 [bioset]
  671 root      0:00 [kblockd]
  686 root      0:00 [spi1]
  744 root      0:00 [irq/157-s2mpu08]
  808 root      0:00 [ion_noncontig_h]
  813 root      0:00 [devfreq_wq]
