CPU,Frequency (kHz),CoreMarks (iter/s),CoreMarks/MHz,Power (mW),Energy (J),ULPMark-CM (iter/mJ),Time (s)
1,200000,909.123968,4.54561984,131.75903943795507,36.237273757605784,6.898973738263847,275.026851381
1,300000,1366.493577,4.55497859,211.54170871958428,38.707016419417926,6.458777325823128,182.975814338
1,400000,1821.26804,4.5531701,286.30200172188063,39.30620530070712,6.360318888262217,137.289313607
1,500000,2253.084473,4.506168946,375.4177453490826,41.66137535126896,6.000762046190712,110.97337797
1,600000,2740.236537,4.567060895,445.88173120620223,40.68539890214896,6.144710553318312,91.247064086
1,700000,3199.344774,4.570492534285714,512.906246041921,40.08548262514831,6.236671823009516,78.153625413
1,800000,3673.067599,4.59133449875,677.7151034098805,46.13335728381696,5.419072331154556,68.071903742
1,900000,4090.113378,4.54457042,764.3747185134666,46.72686863965863,5.350240820285071,61.130840029
1,1000000,4586.14617,4.58614617,877.78678113,47.85548328723662,5.224061754835034,54.518345817
1,1100000,5059.704513,4.599731375454545,1084.0813785628752,53.56996152419303,4.666794466281185,49.415073982
1,1200000,5514.746432,4.595622026666667,1224.930939650091,55.535568637330634,4.501619523023155,45.337714021
1,1300000,5932.6056,4.563542769230769,1396.391732513366,58.852055841887974,4.247939964436424,42.145806561
1,1400000,6394.679627,4.567628305,1661.8085948777896,64.9773076934939,3.847497055114707,39.100356018
1,1500000,6896.741979,4.597827986,1894.677768672,68.69001376918295,3.639539232588709,36.254193143
1,1600000,7332.453439,4.582783399375,2198.461149962848,74.9677788040283,3.3347660019849292,34.100115349
1,1700000,7825.950853,4.603500501764706,2496.847651811484,79.77016177788627,3.1340039236237893,31.94834964
