CPU,Frequency (kHz),CoreMarks (iter/s),CoreMarks/MHz,Power (mW),Energy (J),ULPMark-CM (iter/mJ),Time (s)
1,300000,1113.862765,3.7128758833333335,66.13198028956037,17.812784795717576,16.84183598693248,269.352055053
1,576000,2138.839181,3.7132624670138887,81.51451110466061,11.434365252629142,26.236699053410067,140.273984321
1,768000,2851.656813,3.71309480859375,91.41630779073917,9.618008620918998,31.1914879497514,105.211081626
1,1017600,3778.575477,3.7132227564858487,105.99980963957906,8.416526496888261,35.64415796836323,79.40133596
1,1248000,4633.920297,3.7130771610576923,119.72711805032162,7.7517244604606015,38.70106600540523,64.744934871
1,1324800,4919.242437,3.7131962839673913,124.80122964415631,7.611661280891696,39.41320940713949,60.990274716
1,1497600,5561.013587,3.713283645165599,136.26574886947435,7.351705358902406,40.80685845723139,53.951234407
1,1612800,5988.382538,3.7130348077876985,142.7895326238341,7.154039375937177,41.934351243447004,50.101987481
1,1708800,6345.311872,3.713314531835206,151.69742700283504,7.172914695937142,41.82400219675343,47.284353055
1,1804800,6701.963675,3.7134107241799645,167.94868577504488,7.518560588957762,39.90125456202337,44.767010556
6,300000,2337.959896,7.793199653333333,112.24324436241726,14.404700263186538,20.826535402940447,128.334674795
6,652800,5086.383751,7.791641775428922,167.78103049073812,9.898632015904257,30.30721816085154,58.997325186
6,806400,6285.22344,7.794175892857143,191.30724589804225,9.1343643837735,32.843007722893894,47.747090503
6,979200,7633.976284,7.796135910947712,231.3472759817096,9.095335228095795,32.98394094076818,39.314641547
6,1094400,8530.482257,7.794665805007309,263.2653072057985,9.26302350672187,32.386833497971786,35.185127904
6,1209600,9430.403621,7.796299289847884,290.85031656103166,9.257319193032595,32.406790102451176,31.828465248
6,1324800,10326.311442,7.794619144021739,327.74426248666947,9.527240740128693,31.488655339252784,29.06913051
6,1555200,12115.338018,7.790212202932099,424.53477641156115,10.519288077212114,28.51904024283627,24.778389573
6,1708800,13323.858589,7.797201889630149,489.41703788873025,11.027886495311538,27.20376203795204,22.532698377
6,1843200,14354.753816,7.787952374131945,559.5589877675,11.703345928849718,25.633694998323097,20.915303274
6,1939200,15114.111542,7.793993163160066,621.5787264434742,12.347784255213316,24.295856956954687,19.865197649
6,2169600,16909.982526,7.794055367809735,818.9530690083999,14.541659761759526,20.63038228888532,17.756401816
6,2208000,17188.037126,7.784437104166666,828.4324115186811,14.472870633956921,20.72843788820485,17.470188796
