PID   USER     TIME  COMMAND
    1 root      0:00 bash /init
    2 root      0:00 [kthreadd]
    5 root      0:00 [kworker/u16:0]
    6 root      0:00 [ksoftirqd/0]
    7 root      0:00 [rcu_preempt]
    8 root      0:00 [rcu_sched]
    9 root      0:00 [rcu_bh]
   10 root      0:00 [rcuop/0]
   11 root      0:00 [rcuos/0]
   12 root      0:00 [rcuob/0]
   13 root      0:00 [migration/0]
   14 root      0:00 [lru-add-drain]
   15 root      0:00 [cpuhp/0]
   16 root      0:00 [cpuhp/1]
   17 root      0:00 [migration/1]
   18 root      0:00 [ksoftirqd/1]
   19 root      0:00 [kworker/1:0]
   20 root      0:00 [kworker/1:0H]
   21 root      0:00 [rcuop/1]
   22 root      0:00 [rcuos/1]
   23 root      0:00 [rcuob/1]
   24 root      0:00 [cpuhp/2]
   25 root      0:00 [migration/2]
   26 root      0:00 [ksoftirqd/2]
   27 root      0:00 [kworker/2:0]
   28 root      0:00 [kworker/2:0H]
   29 root      0:00 [rcuop/2]
   30 root      0:00 [rcuos/2]
   31 root      0:00 [rcuob/2]
   32 root      0:00 [cpuhp/3]
   33 root      0:00 [migration/3]
   34 root      0:00 [ksoftirqd/3]
   35 root      0:00 [kworker/3:0]
   36 root      0:00 [kworker/3:0H]
   37 root      0:00 [rcuop/3]
   38 root      0:00 [rcuos/3]
   39 root      0:00 [rcuob/3]
   40 root      0:00 [cpuhp/4]
   41 root      0:00 [migration/4]
   42 root      0:00 [ksoftirqd/4]
   43 root      0:00 [kworker/4:0]
   44 root      0:00 [kworker/4:0H]
   45 root      0:00 [rcuop/4]
   46 root      0:00 [rcuos/4]
   47 root      0:00 [rcuob/4]
   48 root      0:00 [cpuhp/5]
   49 root      0:00 [migration/5]
   50 root      0:00 [ksoftirqd/5]
   51 root      0:00 [kworker/5:0]
   52 root      0:00 [kworker/5:0H]
   53 root      0:00 [rcuop/5]
   54 root      0:00 [rcuos/5]
   55 root      0:00 [rcuob/5]
   56 root      0:00 [cpuhp/6]
   57 root      0:00 [migration/6]
   58 root      0:00 [ksoftirqd/6]
   59 root      0:00 [kworker/6:0]
   60 root      0:00 [kworker/6:0H]
   61 root      0:00 [rcuop/6]
   62 root      0:00 [rcuos/6]
   63 root      0:00 [rcuob/6]
   64 root      0:00 [cpuhp/7]
   65 root      0:00 [migration/7]
   66 root      0:00 [ksoftirqd/7]
   67 root      0:00 [kworker/7:0]
   68 root      0:00 [kworker/7:0H]
   69 root      0:00 [rcuop/7]
   70 root      0:00 [rcuos/7]
   71 root      0:00 [rcuob/7]
   72 root      0:00 [netns]
   74 root      0:00 [smd_channel_clo]
   75 root      0:00 [kworker/u17:0]
   77 root      0:00 [smsm_cb_wq]
   78 root      0:00 [msm_watchdog]
   79 root      0:00 [oom_reaper]
   80 root      0:00 [writeback]
   81 root      0:00 [kcompactd0]
   82 root      0:00 [crypto]
   83 root      0:00 [bioset]
   84 root      0:00 [kblockd]
   85 root      0:00 [irq/51-tsens-up]
   86 root      0:00 [edac-poller]
   87 root      0:00 [system]
   88 root      0:00 [devfreq_wq]
   89 root      0:00 [governor_msm_ad]
   90 root      0:00 [cfg80211]
   91 root      0:00 [irq/119-qpnp_lc]
   93 root      0:00 [irq/136-cpr]
   94 root      0:00 [kworker/0:3]
  119 root      0:00 [kswapd0]
  120 root      0:00 [vmstat]
  157 root      0:00 [rot_workq_0]
  158 root      0:00 [mdss_dsi_event]
  159 root      0:00 [mdss_dsi_dba]
  160 root      0:00 [mem_share_svc]
  161 root      0:00 [hwrng]
  162 root      0:00 [qmi_hndl0000000]
  164 root      0:00 [diag_real_time_]
  165 root      0:00 [msm_ipc_router]
  166 root      0:00 [diag_wq]
  168 root      0:00 [DIAG_USB_diag]
  169 root      0:00 [diag_cntl_wq]
  170 root      0:00 [diag_dci_wq]
  171 root      0:00 [DIAG_SMD_MODEM_]
  172 root      0:00 [DIAG_SMD_MODEM_]
  173 root      0:00 [DIAG_SMD_MODEM_]
  174 root      0:00 [DIAG_SMD_MODEM_]
  175 root      0:00 [DIAG_SMD_MODEM_]
  176 root      0:00 [DIAG_SMD_LPASS_]
  177 root      0:00 [DIAG_SMD_LPASS_]
  178 root      0:00 [DIAG_SMD_LPASS_]
  179 root      0:00 [DIAG_SMD_LPASS_]
  180 root      0:00 [DIAG_SMD_LPASS_]
  181 root      0:00 [DIAG_SMD_WCNSS_]
  182 root      0:00 [DIAG_SMD_WCNSS_]
  183 root      0:00 [DIAG_SMD_WCNSS_]
  184 root      0:00 [DIAG_SMD_WCNSS_]
  185 root      0:00 [DIAG_SMD_WCNSS_]
  186 root      0:00 [DIAG_SMD_SENSOR]
  187 root      0:00 [DIAG_SMD_SENSOR]
