PID   USER     TIME  COMMAND
    1 root      0:00 bash /init
    2 root      0:00 [kthreadd]
    3 root      0:00 [rcu_gp]
    4 root      0:00 [rcu_par_gp]
    6 root      0:00 [kworker/0:0H-ev]
    8 root      0:00 [mm_percpu_wq]
    9 root      0:00 [ksoftirqd/0]
   10 root      0:00 [rcu_preempt]
   11 root      0:00 [rcuog/0]
   12 root      0:00 [rcuop/0]
   13 root      0:00 [migration/0]
   14 root      0:00 [cpuhp/0]
   15 root      0:00 [cpuhp/1]
   16 root      0:00 [migration/1]
   17 root      0:00 [ksoftirqd/1]
   19 root      0:00 [kworker/1:0H-ev]
   20 root      0:00 [rcuop/1]
   21 root      0:00 [cpuhp/2]
   22 root      0:00 [migration/2]
   23 root      0:00 [ksoftirqd/2]
   24 root      0:00 [kworker/2:0-mm_]
   25 root      0:00 [kworker/2:0H-ev]
   26 root      0:00 [rcuop/2]
   27 root      0:00 [cpuhp/3]
   28 root      0:00 [migration/3]
   29 root      0:00 [ksoftirqd/3]
   30 root      0:00 [kworker/3:0-mm_]
   31 root      0:00 [kworker/3:0H-ev]
   32 root      0:00 [rcuop/3]
   33 root      0:00 [cpuhp/4]
   34 root      0:00 [migration/4]
   35 root      0:00 [ksoftirqd/4]
   37 root      0:00 [kworker/4:0H-ev]
   38 root      0:00 [rcuog/4]
   39 root      0:00 [rcuop/4]
   41 root      0:00 [cpuhp/5]
   42 root      0:00 [migration/5]
   43 root      0:00 [ksoftirqd/5]
   45 root      0:00 [kworker/5:0H-ev]
   46 root      0:00 [rcuop/5]
   47 root      0:00 [cpuhp/6]
   48 root      0:00 [migration/6]
   49 root      0:00 [ksoftirqd/6]
   50 root      0:00 [kworker/6:0-mm_]
   51 root      0:00 [kworker/6:0H-ev]
   52 root      0:00 [rcuop/6]
   53 root      0:00 [cpuhp/7]
   54 root      0:00 [migration/7]
   55 root      0:00 [ksoftirqd/7]
   57 root      0:00 [kworker/7:0H-ev]
   58 root      0:00 [rcuop/7]
   59 root      0:00 [netns]
   60 root      0:00 [rcu_tasks_kthre]
   61 root      0:00 [kauditd]
   62 root      0:00 [qrtr_ns]
   65 root      0:00 [qmp_aop]
   66 root      0:00 [hh-watchdog]
   67 root      0:00 [irq/258-qpnp_lc]
   68 root      0:00 [oom_reaper]
   69 root      0:00 [writeback]
   70 root      0:00 [kcompactd0]
   87 root      0:00 [cryptd]
  119 root      0:00 [kblockd]
  120 root      0:00 [blk_crypto_wq]
  121 root      0:00 [blkcg_punt_bio]
  122 root      0:00 [governor_msm_ad]
  123 root      0:00 [irq/228-tsens-u]
  124 root      0:00 [irq/229-tsens-c]
  125 root      0:00 [irq/231-tsens-u]
  126 root      0:00 [irq/232-tsens-c]
  127 root      0:00 [irq/12-dcvsh-ir]
  128 root      0:00 [irq/13-dcvsh-ir]
  129 root      0:00 [irq/14-dcvsh-ir]
  130 root      0:00 [core_ctl/0]
  132 root      0:00 [core_ctl/4]
  134 root      0:00 [ion_system_heap]
  135 root      0:00 [core_ctl/7]
  136 root      0:00 [cpu_boost_worke]
  137 root      0:00 [devfreq_wq]
  138 root      0:00 [ipa_usb_wq]
  139 root      0:00 [mpcie_wq]
  140 root      0:00 [watchdogd]
  141 root      0:00 [ion-pool-uncach]
  142 root      0:00 [ion-pool-cached]
  143 root      0:00 [system]
  145 root      0:00 [cfg80211]
  171 root      0:00 [kswapd0:0]
  173 root      0:00 [irq/262-smp2p]
  174 root      0:00 [irq/263-smp2p]
  175 root      0:00 [irq/264-smp2p]
  176 root      0:00 [irq/265-smp2p]
  179 root      0:00 [kworker/2:1-eve]
  180 root      0:00 [kworker/4:1-rcu]
  181 root      0:00 [kworker/5:1-eve]
  182 root      0:00 [kworker/3:1-eve]
  183 root      0:00 [kworker/6:1-eve]
  184 root      0:00 [kworker/7:1-rcu]
  185 root      0:00 [pmic_glink_rx]
  187 root      0:00 [pmic_glink_rx]
  188 root      0:00 [cdsprm-wq]
  189 root      0:00 [cdsprm-wq-delay]
  191 root      0:00 [kworker/0:4-eve]
  192 root      0:00 [kgsl-workqueue]
  193 root      0:00 [kgsl-mementry]
  194 root      0:00 [kgsl_worker_thr]
  195 root      0:00 [kgsl_low_prio_w]
  196 root      0:00 [qseecom-unreg-l]
  197 root      0:00 [qseecom-unload-]
