CPU,Frequency (kHz),CoreMarks (iter/s),CoreMarks/MHz,Power (mW),Energy (J),ULPMark-CM (iter/mJ),Time (s)
1,633600,2057.49463,3.2473084438131314,26.3037321471489,3.1963271598418066,78.21477198609828,121.516108131
1,902400,2924.763387,3.241094178856383,45.57059522072956,3.895566448881413,64.17551934502,85.484212572
1,1113600,3616.374946,3.247463133979885,48.90395532339149,3.381002608718988,73.94256347371507,69.135565546
1,1401600,4551.578487,3.247416157962329,93.798442090352,5.152403479862806,48.521044785618535,54.930586959
1,1536000,4988.128255,3.2474793326822913,108.63957609446011,5.445398313895232,45.9103238347258,50.12352321
1,1747200,5673.952021,3.2474542244734432,144.6004120410002,6.371871364244539,39.23494146521278,44.065374879
1,1843200,5985.586707,3.247388621419271,175.89445758370746,7.34721472783935,34.02649973638641,41.770586912
4,1113600,5824.247507,5.230107315912357,187.5909172510954,8.053843709977222,31.041079142161184,42.933015244
4,1401600,7325.577988,5.226582468607306,293.3726440340296,10.014671635328384,24.96337464706125,34.136351289
4,1747200,9135.089707,5.228416727907509,430.7796789632594,11.79359275689637,21.19795088344144,27.377319156
4,1958400,10242.543428,5.23005689746732,522.5543346270418,12.760042385798414,19.592411407523482,24.41859447
4,2150400,11245.052177,5.229283936476934,626.2868075786365,13.929994729904292,17.94688403315122,22.242197283
4,2208000,11547.344111,5.2297754125905795,732.6015567010478,15.867548101350721,15.755427265962963,21.659178794
