PID   USER     TIME  COMMAND
    1 root      0:00 bash /init
    2 root      0:00 [kthreadd]
    4 root      0:00 [kworker/0:0H]
    5 root      0:00 [kworker/u16:0]
    6 root      0:00 [ksoftirqd/0]
    7 root      0:00 [rcu_preempt]
    8 root      0:00 [rcu_sched]
    9 root      0:00 [rcu_bh]
   10 root      0:00 [rcuop/0]
   11 root      0:00 [rcuos/0]
   12 root      0:00 [rcuob/0]
   13 root      0:00 [migration/0]
   14 root      0:00 [lru-add-drain]
   15 root      0:00 [watchdog/0]
   16 root      0:00 [cpuhp/0]
   17 root      0:00 [cpuhp/1]
   18 root      0:00 [watchdog/1]
   19 root      0:00 [migration/1]
   20 root      0:00 [ksoftirqd/1]
   21 root      0:00 [kworker/1:0]
   22 root      0:00 [kworker/1:0H]
   23 root      0:00 [rcuop/1]
   24 root      0:00 [rcuos/1]
   25 root      0:00 [rcuob/1]
   26 root      0:00 [cpuhp/2]
   27 root      0:00 [watchdog/2]
   28 root      0:00 [migration/2]
   29 root      0:00 [ksoftirqd/2]
   30 root      0:00 [kworker/2:0]
   31 root      0:00 [kworker/2:0H]
   32 root      0:00 [rcuop/2]
   33 root      0:00 [rcuos/2]
   34 root      0:00 [rcuob/2]
   35 root      0:00 [cpuhp/3]
   36 root      0:00 [watchdog/3]
   37 root      0:00 [migration/3]
   38 root      0:00 [ksoftirqd/3]
   39 root      0:00 [kworker/3:0]
   40 root      0:00 [kworker/3:0H]
   41 root      0:00 [rcuop/3]
   42 root      0:00 [rcuos/3]
   43 root      0:00 [rcuob/3]
   44 root      0:00 [cpuhp/4]
   45 root      0:00 [watchdog/4]
   46 root      0:00 [migration/4]
   47 root      0:00 [ksoftirqd/4]
   49 root      0:00 [kworker/4:0H]
   50 root      0:00 [rcuop/4]
   51 root      0:00 [rcuos/4]
   52 root      0:00 [rcuob/4]
   53 root      0:00 [cpuhp/5]
   54 root      0:00 [watchdog/5]
   55 root      0:00 [migration/5]
   56 root      0:00 [ksoftirqd/5]
   57 root      0:00 [kworker/5:0]
   58 root      0:00 [kworker/5:0H]
   59 root      0:00 [rcuop/5]
   60 root      0:00 [rcuos/5]
   61 root      0:00 [rcuob/5]
   62 root      0:00 [cpuhp/6]
   63 root      0:00 [watchdog/6]
   64 root      0:00 [migration/6]
   65 root      0:00 [ksoftirqd/6]
   66 root      0:00 [kworker/6:0]
   67 root      0:00 [kworker/6:0H]
   68 root      0:00 [rcuop/6]
   69 root      0:00 [rcuos/6]
   70 root      0:00 [rcuob/6]
   71 root      0:00 [cpuhp/7]
   72 root      0:00 [watchdog/7]
   73 root      0:00 [migration/7]
